"nrep";"Método";"Parâmetro";"Valor.do.parâmetro";"Estimativa";"Vies";"Variância";"EQM";"Lim..Inf..2.5.";"Lim..Sup..97.5."
25;"Máxima Verossimilhança";"a";2;2,54145152014708;0,541451520147077;1,97462511061454;2,26779485928412;0,265140611974488;5,72843884720473
25;"Máxima Verossimilhança";"b";3;2,9215950314522;-0,0784049685478037;1,06215484452039;1,06830218361337;1,3014940269563;5,27114817889756
25;"Corrigido";"a";2;1,94123535420771;-0,0587646457922857;1,99349609060862;1,99694937420371;-0,419236063000555;5,05327802769092
25;"Corrigido";"b";3;3,01134161376402;0,0113416137640163;1,12999648027346;1,13012511247623;1,32614733371692;5,43520137258508
25;"Máxima Verossimilhança";"a";0,5;0,601133215651596;0,101133215651596;0,0766301965956118;0,0868581239036441;0,146856396016821;1,21892713262969
25;"Máxima Verossimilhança";"b";0,5;0,488738348921307;-0,0112616510786934;0,0321814904093356;0,0323083151943538;0,207304846848724;0,903038188994459
25;"Corrigido";"a";0,5;0,487191138993961;-0,0128088610060388;0,0773691037079767;0,0775331706282487;0,0191349906933392;1,09021788288524
25;"Corrigido";"b";0,5;0,503619612563515;0,00361961256351462;0,0349270549209631;0,034940156516073;0,211584869330512;0,936435493325869
