"nrep";"Método";"Parâmetro";"Valor do parâmetro";"Estimativa";"Vies";"Variância";"EQM";"Lim. Inf. 2.5%";"Lim. Sup. 97.5%"
200;"Máxima Verossimilhança";"a";2;2,07105858935834;0,071058589358338;0,179435146825728;0,184484469947325;1,29566668215593;2,94463365697739
200;"Máxima Verossimilhança";"b";3;2,98244729894608;-0,0175527010539165;0,122938311301261;0,12324640861555;2,33419375097185;3,71381708913959
200;"Corrigido";"a";2;2,00038636321053;0,000386363210525431;0,180825450337198;0,180825599613729;1,22038242654986;2,87106795502814
200;"Corrigido";"b";3;2,99688978713414;-0,00311021286586222;0,12517908803059;0,125188761454661;2,34640848302948;3,7295855163692
200;"Máxima Verossimilhança";"a";0,5;0,513223237749115;0,0132232377491155;0,00717699159663324;0,00735184561320287;0,356748601595855;0,686795233898887
200;"Máxima Verossimilhança";"b";0,5;0,497343246741337;-0,0026567532586631;0,00370797007561328;0,00371502841349069;0,386094169112617;0,623910874385156
200;"Corrigido";"a";0,5;0,500028884530156;2,8884530155926e-05;0,00721596787641087;0,00721596871072696;0,343106022459814;0,674346796468663
200;"Corrigido";"b";0,5;0,499501089658893;-0,000498910341106995;0,00376823614901344;0,00376848506054191;0,387126028490361;0,626904906847472
